Judul,Jenis Jurnal
SVM-RBF Parameters Testing Optimization Using Cross Validation and Grid Search to Improve Multiclass Classification,penelitian
Symbolic Interactionism of New Students in New Normal Times: Looking Glass Self through Virtual Class,penelitian
Symbolic representation-based melody extraction using multiclass classification for traditional javanese compositions,penelitian
Synthesis Ensemble Oversampling and Ensemble Tree-Based Machine Learning for Class Imbalance Problem in Breast Cancer Diagnosis,penelitian
Synthesis ensemble oversampling and ensemble tree-based machine learning for class imbalance problem in breast cancer diagnosis,penelitian
"Systematic Literature Review on Named Entity Recognition: Approach, Method, and Application",penelitian
Systematic Literature Review Trend Augmented Reality 2019-2023 dan Peluang Penerapannya di Masa Depan,penelitian
Systematic Review of Educational Data Mining for Student Performance Prediction using Bibliometric Network Analysis (SeBriNA),penelitian
Tata kelola pameran berbasis project learning program studi desain komunikasi visual universitas dian nuswantoro,penelitian
Teknik Asosiasi: Strategi Pesan Dakwah di Instragram,penelitian
Teknik Random Undersampling untuk Mengatasi Ketidakseimbangan Kelas pada CT Scan Kista Ginjal,penelitian
Teknologi Komunikasi dan Kestabilan Hubungan Pada Pasangan Long Distance Marriage,penelitian
Temperature Effect of Chemical Bath Deposition (CBD) to Fabrication and Characterization of Zinc Oxide Nanorods Thin Films Based Gas Sensing: Ethanol,penelitian
Testing the Budhara Digital Book Application (Borobudur Dalam Cerita),penelitian
Text Security Using Vigenere Cipher and Hill Cipher,penelitian
"The Alignment Horizontal Design of Alternative Road: A Case of Jalan Subang–Cikamurang, West Java",penelitian
"The Analysis of Road Service Level Due to Rail Crossing: A Case of Railway Cisauk Station Area, Tangerang Indonesia",penelitian
The Concept of “Anti-Hoax Intelligence (CI1)” Inside Social Media using Ken Watanabe & Johari Window Methods,penelitian
The Concept of “Anti-Hoax Intelligence (CI1)” Inside Social Media using Ken Watanabe & Johari Window Methods,penelitian
"The concept of intelligent gamification, virtual reality & artificial intelligence (AI) to face the pandemic in education",penelitian
The Concepts Of New Normal University & How To Design New Normal Social Media: Extraordinary Case-Covid 19,penelitian
The Design of Innovative Complaint Systems Inside University to Face Globalization,penelitian
The Development of Berbakti Elder Caring Mobile Application in Indonesia,penelitian
The Development of Berbakti Elder Caring Mobile Application in Indonesia,penelitian
"The effect of e-commerce service quality on customer satisfaction, trust and loyalty",penelitian
"The Effectiveness Analysis of Frontage Road on Jalan Margonda Raya, Depok",penelitian
The Geometric Design of Horizontal Curves Using The Autocad Civil 3D® Method: A Case Study of Trans Flores Roads,penelitian
The Geometric Design of New Jakarta-Cikampek Highway Access Using Autocad® Civil 3D: A Case of West Karawang Industrial Area,penelitian
"The Geometric Redesign of Horizontal Curved Using AutoCAD Civil 3D®: A Case Jalan Garuda–Jalan Moh. Hatta, Tasikmalaya West Java",penelitian
The Identification of Persuasive Educational Message About Covid-19 Issue in New Media,penelitian
The implementation of an integrated e-leprosy framework in a leprosy control program at primary health care centers in Indonesia,penelitian
The Implementation of Data Mining for Predicting XAU/USD Price Trends in the Forex Market on MetaTrader 5 using Naïve Bayes Method,penelitian
The Influence of Destination Branding on Kota Lama Semarang to City Image Semarang City,penelitian
The Interaction of the Kemambang Village Community in Developing a Tourist Village,penelitian
The Interaction of the Kemambang Village Community in Developing a Tourist Village,penelitian
The Involvement of Local Binary Pattern to Improve the Accuracy of Multi Support Vector-Based Javanese Handwriting Character Recognition,penelitian
"The Link Road Design of Jalan Plupuh Tanon And Jalan Gabugan Section 1, Sragen Indonesia",penelitian
The Meaning of Public Information Openness Communication in Village Government of Central Java,penelitian
The Migration from Analog to Digital Television,penelitian
The Migration from Analog to Digital Television,penelitian
The Newton’s Polynomial Based-Automatic Model Generation (AMG) for Sensor Calibration to Improve the Performance of the Low-Cost Ultrasonic Range Finder (HC-SR04),penelitian
The reduction of polynomial degrees using moving average filter and derivative approach to decrease the computational load in polynomial classifiers,penelitian
The relation of compressive strength and tensile strength of bamboo fibber for soil stabilization,penelitian
THE ROLE OF ACADEMITIES IN ELEVING THE EXPENSE OF ONLINE OJECT DRIVERS IN THE PANDEMIC TIME COVID-19,penelitian
The Role of Communication and Farmer Institutional Urgency to the Agriculture Development Program,penelitian
"The Unsignaled Intersection Performance Analysis of Arterial Access Road at Karawang Barat 1Toll Gate, West Java",penelitian
The Use of Cluster Computing and Random Forest Algoritm for Flight Delay Prediction,penelitian
The Use Of Particle Swarm Optimization To Obtain N-Gram Optimum Value For Movie Genre Classification,penelitian
THE USE OF TOURISM WEBSITE AS A PROMOTIONAL MEDIUM FOR TOURISM AGENCIES IN KARIMUNJAWA,penelitian
The website content as positioning strategy of the university in indonesia,penelitian
THE WEBSITE CONTENT AS POSITIONING STRATEGY OF THE UNIVERSITY IN INDONESIA,penelitian
Threat construction for dynamic enemy status in a platformer game using classical genetic algorithm,penelitian
Threat construction for dynamic enemy status in a platformer game using classical genetic algorithm,penelitian
Threshold Value Optimization to Improve Fire Performance Classification Using HOG and SVM,penelitian
Time-based Performance Improvement for Early Detection of Conflict Potentials at the Central Java Regional Police Department,penelitian
TINGKAT KESULITAN DINAMIS MENGGUNAKAN LOGIKA FUZZY PADA GAME MUSIK TRADISIONAL JAWA TENGAH,penelitian
Tingkat Kesulitan Dinamis Menggunakan Logika Fuzzy Pada Game Musik Tradisional Jawa Tengah,penelitian
TIPE BUDAYA DAN IDENTITAS TEMBANG DOLANAN LIR-ILIR KARYA SUNAN KALIJAGA ANALISIS DENOTASI DAN KONOTASI,penelitian
Toward Achieving a Trade-Off for SVD-Based Image Watermarking Using Mojette Transform,penelitian
Towards Achieving a Trade-Off for SVD-based Image Watermarking Using Mojette Transform,penelitian
Towards Achieving a Trade-Off for SVD-based Image Watermarking Using Mojette Transform,penelitian
Translation Procedures done by Visually Impaired Translator: An Annotated Study,penelitian
"Transparent communication model in village government based on ""law number 14 of 2008"" in Central Java, Indonesia",penelitian
"TRANSPARENT COMMUNICATION MODEL IN VILLAGE GOVERNMENT BASED ON LAW NUMBER 14 OF 2008 IN CENTRAL JAVA, INDONESIA",penelitian
Two-Stage Input-Space Image Augmentation and Interpretable Technique for Accurate and Explainable Skin Cancer Diagnosis,penelitian
UI/UX Design Prototype for Enhancing User Experience using User-Centered Method,penelitian
Unsupervised Software Defect Prediction Mengunakan Metode Spectral Classifier Berbasis Signed Laplacian Graph Matrix,penelitian
Unsupervised software defect prediction using median absolute deviation threshold based spectral classifier on signed Laplacian matrix,penelitian
Unsupervised software defect prediction using signed Laplacian-based spectral classifier,penelitian
Upaya Mempertahankan Cagar Budaya Kota Semarang Melalui Media Edukasi,penelitian
Usability evaluation using GOMS model for education game “Play and Learn English”,penelitian
"Usability User Interface Desain pada Aplikasi Ecommerce (Studi Komparasi Terhadap Pengalaman Pengguna Shopee, Lazada, dan Tokopedia)",penelitian
User Interface Design for Solar Panel Monitoring System on Android Smartphones Using User-Centered Design Method,penelitian
Using Extra Weight in Machine Learning Algorithms for Clickbait Detection of Indonesia Online News Headlines,penelitian
Utilization of E-money for School Payments Using Web-Based RFID Sensors,penelitian
Utilization of Internet of Things for Automatic Plant Watering System Using Soil Moisture Sensor,penelitian
VERBAL ABUSE PADA KOLOM KOMENTAR DI LAMAN INSTAGRAM TRANSPUAN,penelitian
Vgg16 deep learning architecture using imbalance data methods for the detection of apple leaf diseases,penelitian
VGG16 Deep Learning Architecture Using Imbalance Data Methods For The Detection Of Apple Leaf Diseases,penelitian
Vgg16 deep learning architecture using imbalance data methods for the detection of apple leaf diseases,penelitian
Visitor Prediction Decision Support System at Dieng Tourism Objects Using the K-Nearest Neighbor Method,penelitian
Visual Quality Improvement of Watermarked Image Based on Singular Value Decomposition Using Walsh Hadamard Transform,penelitian
Visual Quality Improvement of Watermarked Image Based on Singular Value Decomposition Using Walsh Hadamard Transform,penelitian
VISUALISASI LIRIK LAGU “LIR ILIR” UNTUK ANAK-ANAK BERBASIS METODE DOUBLE DIAMOND,penelitian
Warehouse management system berbasis radio frequency identification,penelitian
WATERMARKING MEDICAL IMAGE MENGGUNAKAN DISCRETE WAVELET TRANSFORM BERBASIS KOMPRESI RUN LENGTH ENCODE,penelitian
Web phishing classification using combined machine learning methods,penelitian
Website-Based System Prototype Development for Classify Student Characteristics,penelitian
Whale Optimization Algorithm Bat Chaotic Map Multi Frekuensi for Finding Optimum Value,penelitian
Whale Optimization Algorithm Bat Chaotic Map Multi Frekuensi for Finding Optimum Value,penelitian
Word Search with Trending Reviews on Twitter,penelitian
Word Search with Trending Reviews on Twitter,penelitian
Workshop Public Speaking Bagi Guru SD Berbasis Storytelling Di Kota Semarang,penelitian
Workshop Public Speaking Bagi Guru SD Berbasis Storytelling Di Kota Semarang,penelitian
Workshop Public Speaking Bagi Guru SD Berbasis Storytelling Di Kota Semarang,penelitian
XGBoost and Random Forest Optimization using SMOTE to Classify Air Quality,penelitian
YouTube Endorsement and Changes in the Web 2.0's Advertising Industry,penelitian
YouTube Endorsement and Changes in the Web 2.0's Advertising Industry,penelitian
Abdimas Edukasi Komposisi Desain dan Konten Iklan Bagi UMKM Lumintu,pengabdian
Abdimas Efektivitas Pemanfaatan Gawai untuk Peliputan Berita Jurnalistik pada Pelajar Sekolah Menengah Atas Nasima Semarang (2021 n1),pengabdian
"Abdimas Konsep Informatika Dan Computational Thinking Di Dalam Kurikulum Sekolah Dasar, Menengah, Dan Atas",pengabdian
Abdimas PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
Abdimas Pelatihan Excel (Pengelolaan Administrasi) Bagi Guru Sekolah Dasar Pada Korwilcam Kecamatan Ambarawa,pengabdian
Abdimas Pelatihan Pemanfaatan Pivot Tabel Untuk Pembuatan dan Analisa Laporan Kependidikan Pada Kelompok Kerja Guru,pengabdian
Abdimas Pelatihan Pembuatan Media Pembelajaran Komputer Inovatif Bagi Guru Kelompok Belajar dan Taman Kanak-Kanak HJ. ISRIATI BAITURAHMAN 2 Semarang,pengabdian
Abdimas Pelatihan Pengenalan Teknologi Pembelajaran di Masa Pandemik pada SMA Negeri 3 Semarang,pengabdian
Abdimas Pelatihan Quiz Bergambar dengan Power Point pada KB. Aisyiyah 09,pengabdian
Abdimas PELATIHAN THE DEVELOPMENT OF RESEARCH CENTRE PADA SMAN 3 SEMARANG.,pengabdian
Abdimas Pembelajaran Computational Thinking untuk Siswa SMA Institut Indonesia Semarang,pengabdian
Abdimas Pembuatan Video Profil dan Penguatan Promosi PMDK Drumblek Ungaran Kabupaten Semarang (2022),pengabdian
Abdimas Penyuluhan Dan Pelatihan Invisible & Visible Knowledge Profiling Untuk Meningkatkan Kompetensi Pada SMA Negeri 3 Semarang,pengabdian
Abimas Pengenalan Computational Thinking Sebagai Metode Problem Solving Kepada Guru dan Siswa Sekolah di Kota Semarang,pengabdian
Aplikasi Riset Komunikasi Kuantitatif dan Kualitatif Bagi Mahasiswa,pengabdian
Aplikasi Riset Komunikasi Kuantitatif dan Kualitatif Bagi Mahasiswa,pengabdian
"Community Empowerment Through Financial Management Training and Business Development of The Borobudur Homestay in Candirejo Village, Mag",pengabdian
"Digitalisasi Pelayanan Publik dan Digital Marketing Produk UMKM Desa Karangpakel, Kec. Trucuk, Kab. Klaten",pengabdian
Edukasi Komposisi Desain dan Konten Iklan Bagi UMKM Lumintu,pengabdian
E-Learning sebagai Sarana Pembelajaran Jarak Jauh pada Guru SDIT dan SMPIT Az-Zahra Demak,pengabdian
E-Market Dalam Peningkatan Ekonomi UMKM Cupang Mania di Masa Pandemi,pengabdian
Fotografi Produk dalam Pembuatan Media Promosi  Untuk Hasil Kerajinan Bank Sampah Eling Resik Kel. Patemon Gunungpati Semarang,pengabdian
Fotografi Produk dalam Pembuatan Media Promosi Untuk Hasil Kerajinan Bank Sampah Eling Resik Kel. Patemon Gunungpati Semarang,pengabdian
Gamifikasi Berbasis Board Game untuk Mendukung Pembelajaran Bahasa Arab,pengabdian
IbM Pemanfaatan Microsoft Word dalam Tata Kelola Pelaporan bagi Pengajar PAUD Korwilcam Jambu,pengabdian
IbM Pendampingan Penggunaan Sistem Ujian Online Kepada Guru-guru MA Al Hadi Mranggen,pengabdian
IbM Pengembangan Promosi Kampung Bandeng di Kelurahan Krobokan Semarang melalui Video Animasi Stopmotion,pengabdian
IbM Pengembangan Promosi Kampung Bandeng di Kelurahan Krobokan Semarang melalui Video Animasi Stopmotion,pengabdian
"IbM Peningkatan Strategi Pemasaran Bagi UMKM Kerajinan Tangan Kota Semarang Sebagai Upaya Peningkatan Inovasi, Kreativitas, serta Taraf ",pengabdian
IMPLEMENTASI ALGORITMA BOYER MOORE UNTUK ANALISIS SENTIMEN KOMENTAR DI AKUN INSTAGRAM INSTANSI PEMERINTAH ,pengabdian
Implementasi Algoritma Floyd Warshall Pada Aplikasi Dewan Masjid Indonesia (Dmi) Kota Semarang Untuk Menentukan Masjid Terdekat,pengabdian
Implementasi Behaviour Tree Untuk Mengatur Perilaku NPC Musuh Pada Game 2D PlatformerCyberun,pengabdian
Implementasi Computational Thinking Pada Kurikulum Merdeka Menggunakan Metode Unplugged Programming Activity (UPA),pengabdian
"Implementasi E-Learning Menggunakan Edmodo bagi Guru-Guru SD Kecamatan Cawas, Klaten",pengabdian
Implementasi Komunikasi Partisipatif untuk mengembangkan Model CBT di Desa Wisata Karangrejo Magelang,pengabdian
Implementasi Metode Human Centered Design Untuk Perancangan Antarmuka Pengguna Pada Sistem Manajemen Pembelajaran,pengabdian
"Implementasi Web Desa Wisata Tempellemahbang, Jepon, Blora untuk Promosi dan Peningkatan Pengunjung",pengabdian
"Implementasi Website BumDes Manggala Karsa Desa Karangsari, Kec. Pejawaran, Kab. Banjarnegara",pengabdian
"Implementasi Website Desa Pucang, Bawang, Banjarnegara Untuk Promosi Desa Dan Peningkatan Layanan Publik",pengabdian
Inovasi Agribisnis Menggunakan Prinsip Bisnis Circular Economy Berbasis Teknologi Taman Buah Desa Sidomakmur,pengabdian
Internet Marketing dan Sosial Networking Untuk Media Promosi Produk Kuliner UMKM â€ œDJOKOWIâ€,pengabdian
KOMBINASI ALGORITMA ROT13 DAN VIGENERE CIPHER PADA ALAMAT DIRECTORY FILE UNTUK KEAMANAN DOKUMEN  ,pengabdian
"Konsep informatika dan computational thinking di dalam kurikulum sekolah dasar, menengah, dan atas",pengabdian
"Konsep informatika dan computational thinking di dalam kurikulum sekolah dasar, menengah, dan atas",pengabdian
"Konsep Informatika Dan Computational Thinking Di Dalam Kurikulum Sekolah Dasar, Menengah, Dan Atas",pengabdian
Learning Through Play: Utilizing Board Games to Enhance English Vocabulary for Early Students,pengabdian
"Manajemen Sampah Dalam Meningkatkan Circular Economy Di Desa Kebuman, Kecamatan Banyubiru, Semarang",pengabdian
"Manajemen Sampah Dalam Meningkatkan Circular Economy Di Desa Kebuman, Kecamatan Banyubiru, Semarang",pengabdian
Media Analisis Data Kependidikan Dengan Pivot Excel Pada Kelompok Guru Paud Gugus Matahari Ngaliyan,pengabdian
Media Analisis Data Kependidikan Dengan Pivot Excel Pada Kelompok Guru Paud Gugus Matahari Ngaliyan,pengabdian
Media Sosial Sebagai Pendukung Pemasaran dalam Meningkatkan Penjualan Produk Olahan Keripik “PeGu” Secara Online,pengabdian
Membentuk Reputasi Ekonomi Kreatif Desa Menari melalui Storytelling Omah Cikal Desa Ngrawan–Jawa Tengah,pengabdian
"Menavigasi Dunia Digital dengan Meningkatkan Literasi Office, TI, dan Internet di Kalangan Siswa-Siswi Pondok Pesantren Raudhatul Qur'an",pengabdian
"Menavigasi Dunia Digital dengan Meningkatkan Literasi Office, TI, dan Internet di Kalangan Siswa-Siswi Pondok Pesantren Raudhatul Qur'an",pengabdian
Meningkatkan Kemampuan Problem Solving Siswa-Siswi SMA Negeri 7 Semarang melalui Bebras Challenge,pengabdian
Meningkatkan Kemampuan Problem Solving Siswa-Siswi SMA Negeri 7 Semarang melalui Bebras Challenge,pengabdian
Meningkatkan Partisipasi Konsumen melalui Konten Digital Storytelling,pengabdian
Menumbuhkan Minat dan Keterampilan Produksi Film Dokumenter pada Generasi Muda Pelatihan pada Siswa-Siswi SMA Negeri 3 Kota Semarang,pengabdian
Optimalisasi Layanan Administrasi Melalui Pemanfaatan Teknologi Informasi untuk Tenaga Pendidik pada Fakultas Ekonomi dan Bisnis Islam UIN Gus Dur Pekalongan,pengabdian
Optimalisasi Layanan Administrasi Melalui Pemanfaatan Teknologi Informasi untuk Tenaga Pendidik pada Fakultas Ekonomi dan Bisnis Islam UIN Gus Dur Pekalongan,pengabdian
Optimalisasi Literasi Digital Bagi Anggota Pkk Desa Pabelan Dalam Mengatasi Informasi Dan Berita Hoak Di Internet,pengabdian
Optimalisasi Literasi Digital Bagi Anggota Pkk Desa Pabelan Dalam Mengatasi Informasi Dan Berita Hoak Di Internet,pengabdian
Optimasi Investasi di Pasar Saham Indonesia: Meningkatkan Keputusan Investasi dengan Prediksi IHSG menggunakan Decision Tree,pengabdian
Pelatihan & Implementasi Social Media Profiling Untuk Meningkatkan Kompetensi Pada SMA Negeri 3 Semarang,pengabdian
Pelatihan & Penerapan ISSN Pada Jurnal di SMA Negeri 3 Semarang,pengabdian
Pelatihan & Penerapan ISSN Pada Jurnal di SMA Negeri 3 Semarang,pengabdian
Pelatihan & Penerapan ISSN Pada Jurnal di SMA Negeri 3 Semarang,pengabdian
PELATIHAN & SIMULASI CRACK VS HACK 1.0 DI SMA NEGERI 3 SEMARANG.,pengabdian
PELATIHAN & SIMULASI CRACK VS HACK 1.0 DI SMA NEGERI 3 SEMARANG.,pengabdian
Pelatihan “The Maturity Level Of Smart Research” Sman 3 Semarang,pengabdian
Pelatihan Aplikasi Camtasia Dalam Peningkatan Kegiatan Pembelajaran Para Guru SMP Negeri 25 Semarang,pengabdian
Pelatihan Aplikasi Dewan Masjid Indonesia (Dmi) Kota Semarang Berbasis Ekonomi Umat,pengabdian
Pelatihan Berpikir Praktis Melalui Permainan Komputer untuk Siswa SD ISBA 2 Semarang,pengabdian
Pelatihan Berpikir Praktis Melalui Permainan Komputer untuk Siswa SD ISBA 2 Semarang,pengabdian
Pelatihan Berpikir Praktis Melalui Permainan Komputer untuk Siswa SD ISBA 2 Semarang,pengabdian
"Pelatihan Board Game Dan Penerapannya Pada Entrepreneurship Di SMA Negeri 3, Semarang",pengabdian
Pelatihan Chse Pengelolaan Homestay pada Desa Candirejo yang Tergabung di PT Wimbo,pengabdian
Pelatihan Computational Thinking Melalui Soal Tantangan Bebras untuk Siswa SD,pengabdian
Pelatihan Computational Thinking Melalui Soal Tantangan Bebras untuk Siswa SD,pengabdian
"Pelatihan dan Pendampingan Optimalisasi Web Desa Karangjati, Kec. Wonosegoro, Kab. Boyolali Menuju Desa Digital",pengabdian
"Pelatihan dan Pendampingan Optimalisasi Web Desa Karangjati, Kec. Wonosegoro, Kab. Boyolali Menuju Desa Digital",pengabdian
Pelatihan dan Pendampingan Peningkatan Keahlihan Modelling Character 3D untuk Siswa dan Guru di SMK ST. FRANSISKUS SEMARANG,pengabdian
Pelatihan dan Pendampingan Peningkatan Keahlihan Modelling Character 3D untuk Siswa dan Guru di SMK ST. FRANSISKUS SEMARANG,pengabdian
Pelatihan dan Pendampingan Peningkatan Keahlihan Modelling Character 3D untuk Siswa dan Guru di SMK ST. FRANSISKUS SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
PELATIHAN DAN SIMULASI DATA MINING PADA SMA NEGERI 3 SEMARANG,pengabdian
Pelatihan Dasar-dasar Komputer dan Programming di Pusat Kegiatan Belajar Masyarakat (PKBM) Bina Karya,pengabdian
Pelatihan Dasar-dasar Komputer dan Programming di Pusat Kegiatan Belajar Masyarakat (PKBM) Bina Karya,pengabdian
Pelatihan Dasar-dasar Komputer dan Programming di Pusat Kegiatan Belajar Masyarakat (PKBM) Bina Karya,pengabdian
Pelatihan Datamining untuk Evaluasi Tumbuh Kembang Anak pada KB. Aisyiyah 09,pengabdian
Pelatihan Datamining untuk Evaluasi Tumbuh Kembang Anak pada KB. Aisyiyah 09,pengabdian
Pelatihan Desain Foto dan Katalog Produk Bank Sampah Pentul Asri Semarang,pengabdian
Pelatihan Desain Foto dan Katalog Produk Bank Sampah Pentul Asri Semarang,pengabdian
Pelatihan Desain Foto dan Katalog Produk Bank Sampah Pentul Asri Semarang,pengabdian
Pelatihan Desain Grafis untuk Meningkatkan Keterampilan Digital bagi Anggota IPNU/IPPNU Desa Ngadiluwih Kediri,pengabdian
Pelatihan desain produk dan iklan digital untuk karang taruna kelurahan gajahmungkur,pengabdian
Pelatihan Desain Produk Dan Iklan Digital Untuk Kelurahan Gajahmungkur,pengabdian
Pelatihan Diklat Visualisasi Data Menggunakan Google Data Studio untuk Guru dan Dosen pada Perkumpulan Profesi Multimedia dan Teknologi Informasi (PPMultindo),pengabdian
Pelatihan Diklat Visualisasi Data Menggunakan Google Data Studio untuk Guru dan Dosen pada Perkumpulan Profesi Multimedia dan Teknologi Informasi (PPMultindo),pengabdian
Pelatihan Editing Video dan Youtube sebagai Bagian dari Literasi Digital bagi Siswa SMA Mardisiswa Semarang,pengabdian
Pelatihan Editing Video dan Youtube sebagai bagian dari Literasi Digital bagi Siswa SMA Mardisiswa Semarang,pengabdian
PELATIHAN FOTOGRAFI DAN VIDEOGRAFI PADA USAHA KEBUN HIDROPONIK “MALWAPATI FARM HIDROPONIK” DESA BANYUMENENG UNTUK MENUNJANG PEMASARAN,pengabdian
Pelatihan Konsep Gamification Profiling Pada SMA Negeri 3 Semarang,pengabdian
PELATIHAN LITERASI DIGITAL PADA LEMBAGA KESEJAHTERAAN SOSIAL ANAK (LKSA) AISYIYAH KOTA SEMARANG,pengabdian
PELATIHAN LITERASI DIGITAL PADA LEMBAGA KESEJAHTERAAN SOSIAL ANAK (LKSA) AISYIYAH KOTA SEMARANG,pengabdian
Pelatihan Multiedia 3D Low Poly Model Artist pada SMK Fransiscus Semarang,pengabdian
"Pelatihan Pemanfaatan Situs Web Sebagai Media Promosi Bagi Pengrajin Tembaga Di Desa Tumang, Cepogo, Boyolali",pengabdian
"Pelatihan Pemanfaatan Situs Web Sebagai Media Promosi Bagi Pengrajin Tembaga Di Desa Tumang, Cepogo, Boyolali",pengabdian
Pelatihan Pembuatan Media Pembelajaran Komputer Inovatif Bagi Guru Kelompok Belajar dan Taman Kanak-Kanak HJ. ISRIATI BAITURAHMAN 2 Semarang,pengabdian
Pelatihan Pembuatan Modul Elektronik Program Studi Kuliner Pada SMK Pusat Keunggulan Theresiana Semarang,pengabdian
Pelatihan Pembuatan Video Pembelajaran Sebagai Media Publikasi Sekolah Melalui Media YouTube,pengabdian
Pelatihan Pembuatan Video Pembelajaran Sebagai Media Publikasi Sekolah Melalui MediaYouTube,pengabdian
Pelatihan Pembuatan Video Storytelling Melaui Media Sosial Tiktok Terkait Produk Makanan Lokal Di Desa Wisata Karangrejo,pengabdian
Pelatihan Pengenalan Teknologi Pembelajaran di Masa Pandemik pada SMA Negeri 3 Semarang,pengabdian
Pelatihan Pengenalan Teknologi Pembelajaran di Masa Pandemik pada SMA Negeri 3 Semarang,pengabdian
Pelatihan Pengenalan Teknologi Pembelajaran di Masa Pandemik pada SMA Negeri 3 Semarang ,pengabdian
Pelatihan Penggunaan Apk DMI Untuk Pengelolaan Produk dan Kegiatan Masjid Kota Semarang,pengabdian
Pelatihan Pengolahan Makanan Sehat Ibu-Ibu PKK Kelurahan Bulu Lor Semarang Utara,pengabdian
Pelatihan Peningkatan Ketrampilan Desain dan Layout Buku Elektronik bagi Guru dan Dosen,pengabdian
PELATIHAN PRODUKSI KONTEN KOMUNIKASI KESEHATAN UNTUK MEDIA SOSIAL BAGI PEGAWAI PUSKESMAS SE KOTA SEMARANG,pengabdian
Pelatihan Public Speaking Sebagai Upaya Menumbuhkan Sikap Percaya Diri Karangtaruna Kelurahan Kalisegoro Gunungpati Semarang,pengabdian
Pelatihan SDM Sekolah KKM MA Mranggen dalam Pembuatan Konten Media Sosial untuk Branding Institusi sebagai Media Promosi PPDB,pengabdian
Pelatihan SDM Sekolah KKM MA Mranggen dalam Pembuatan Konten Media Sosial untuk Branding Institusi sebagai Media Promosi PPDB,pengabdian
Pelatihan SDM Sekolah KKM MA Mranggen dalam Pembuatan Konten Media Sosial untuk Branding Institusi sebagai Media Promosi PPDB,pengabdian
Pelatihan Software bagi Komunitas Jurnalisme Warga Semarang,pengabdian
Pemanfaatan Google Drive Untuk Backup dan Akses File Bersama Pada CV Berkah Cimandiri Makmur,pengabdian
Pemanfaatan Learning Management System (LMS) Sebagai Pendukung Pembelajaran Online di SMK Syafiâ€™ i Akrom Pekalongan,pengabdian
Pemanfaatan Media E-Learning Sebagai Pendukung Pembelajaran Bagi Guru-Guru SMP N 30 Semarang,pengabdian
Pemanfaatan Sistem Administrasi Balita (SiaBa)  untuk Pengelolaan Data Posyandu Bougenville Patemon Gunungpati Semarang ,pengabdian
Pemanfaatan Sistem Administrasi Balita (SiaBa) untuk Pengelolaan Data Posyandu Bougenville Patemon Gunungpati Semarang,pengabdian
Pemanfaatan Sumberdaya IKM dalam Meningkatkan Produktivitas dan Pemasaran Produk Melalui Transformasi Digital Masyarakat Desa,pengabdian
Pemanfaatan Sumberdaya IKM dalam Meningkatkan Produktivitas dan Pemasaran Produk Melalui Transformasi Digital Masyarakat Desa,pengabdian
Pembangunan Sistem Informasi Penduduk (Sipenduk) Di Kelurahan Randu Garut Tugu Semarang,pengabdian
Pembangunan Sistem Informasi Penduduk (Sipenduk) Di Kelurahan Randu Garut Tugu Semarang,pengabdian
Pembangunan Sistem Informasi Penduduk (Sipenduk) Di Kelurahan Randu Garut Tugu Semarang,pengabdian
Pembangunan Web untuk Promosi dan Penjualan Online Pengrajin Kerupuk Rambak Kulit Kerbau di Penanggulan Pegandon Kendal,pengabdian
Pembangunan Web untuk Promosi dan Penjualan Online Pengrajin Kerupuk Rambak Kulit Kerbau di Penanggulan Pegandon Kendal,pengabdian
Pembangunan Web untuk Promosi dan Penjualan Online Pengrajin Kerupuk Rambak Kulit Kerbau di Penanggulan Pegandon Kendal,pengabdian
Pembekalan Branding Industri dengan Pemanfatan Teknik Logo sebagai Media Promosi Produk UMKM Kelurahan Tanjung Mas Semarang,pengabdian
Pembelajaran Computational Thinking untuk Siswa SMA Institut Indonesia Semarang,pengabdian
Pembelajaran Computational Thinking untuk Siswa SMA Institut Indonesia Semarang  ,pengabdian
Pembelajaran Ketrampilan Komputer dan Teknologi Informasi (Microsoft Excel) bagi Tenaga Pengajar PAUD Pada Korwilcam Kecamatan Jambu,pengabdian
Pembelajaran Matematika dan Bahasa Inggris dengan Metode Total Physical Response (TPR) di TK Al Firdaus Kandri Gunungpati Semarang,pengabdian
Pembelajaran Matematika dan Bahasa Inggris dengan Metode Total Physical Response (TPR) di TK Al Firdaus Kandri Gunungpati Semarang ,pengabdian
PEMBERDAYAAN TENAGA KERJA PERBAIKAN RUMAH MELALUI APLIKASI STARTUP “JASTUKANG”,pengabdian
Pemberdayaan Tenaga Kerja Perbaikan Rumah Melalui Aplikasi Startup â€ œJASTUKANGâ€,pengabdian
Pembuatan Konten Sosial Media dan Youtube Produk Usaha Karang Taruna Malwapati di Desa Banyumeneng Mranggen Demak,pengabdian
